# JD             Magnitude   Uncertainty   HQuncertainty   Band Observer_Code Comment_Code(s) Comp_Star_1 Comp_Star_2 Charts         Comments                                         Transfomed Airmass   Validation_Flag Cmag   Kmag   HJD   Star_Name Observer_Affiliation Measurement_Method Grouping_Method ADS_Reference   Digitizer   Credit
  2456271.95972  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456272.401    11.7        ""            ""              Vis. PYG  "" 112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456272.95764  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456273.96667  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456275.96597  11.8        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456276.97431  11.8        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456278.9625   11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456279.96528  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456281.96389  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456293.97639  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456295.96736  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456300.95417  12.1        ""            ""              Vis. MTH  "" 11.7        12.1        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456301.51116  11.627      0.014         ""              V    MZK  "" ENSEMBLE    126         8617KLR        ""                                               1      1.092     Z ""     12.524 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456301.51253  12.349      0.017         ""              B    MZK  "" ENSEMBLE    126         8617KLR        ""                                               1      1.095     Z ""     13.19  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456301.94722  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456302.93194  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456303.93125  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456304.359    11.6        ""            ""              Vis. PYG  U  112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456305.92708  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456306.92569  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456308.379    11.7        ""            ""              Vis. PYG  U  112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456308.92847  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456317.34     11.2        ""            ""              Vis. PUJ  "" 11          112         5976QO         ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAM   STD ""     ""              ""          ""    
  2456330.338    11.8        ""            ""              Vis. PYG  "" 112-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
